sentence,is_related
"The FLRA is an independent agency responsible for administering the labor-management relations program for more than one million non-Postal Service Federal employees worldwide, the majority of whom are exclusively represented in more than 2,000 bargaining units.",False
"On the other hand, the E3 ubiquitin ligase von Hippel Lindau protein (pVHL) was left unaffected as its target hypoxia inducible factor 1 alpha (HIF-1α) could not be stabilized from oxygen-dependent degradation by erioflorin treatment.",False
"In some embodiments, the electrode terminal(s) are axially translated toward the body structure to bore one or more channel(s) or hole(s) through a portion of the structure.",False
"Our analyses of the development or contextualization of guidelines used in African countries reveals deficiencies in the rigour of development and adherence to international reporting standards.",False
"Soon we dropped into a living forest, where cold-tolerant evergreens and boreal animals still evoke the Canadian heritage of an ecosystem pushed south by glaciers 20,000 years ago.",False
"For decades, economists had devised policy prescriptions based on faulty assumptions of perfect competition, complete information, and, although it wasn't framed in these terms, zero transaction costs.",False
"A Norwegian polar explorer called Hjalmar Johansen was set to be one of the great explorers, but struggled with a drinking problem when he returned home.",False
"Worse, although hailing from humble origins herself, she ignored the lonely struggle of the many hard-working women of Tunisia's urban and rural disenfranchised neighborhoods, of the activist women fighting against human rights violations, and of the daring female whistleblowers who elected to expose the regime's excesses and who were faced with intimidation and jail, or forced into exile.",False
"BMI = body mass index (weight in kilograms divided by height in metres squared) aAge and BMI are presented as categorical variables for descriptive purposes only.",False
"As a kid the library gave out rewards for reading a certain number of books each summer, and although there are no rewards anymore, taking the time to start a new book or read for an hour is a treat in and of itself.",False
"With a MERV 11 value, it efficiently traps airborne particles such as dust, pollen, dust mites, animal dander, lead dust, mold spores, car fumes and other particles as small as 1.0 microns while allowing a free flow of fresh cleaner air.",False
"In the strictest sense, Maine is lines on a map that define its political boundaries, to the West with New Hampshire and to the North and Northeast with Canada.",False
"To refer to a somewhat unusual example, a team of volunteers formed an educational startup based out of Ireland to produce a complete, virtual experience structured around the Apollo 11 landing.",False
"One example Espingardeiro points to is NASA's 'Robonaut' which utilises highly sophisticated dexterous touch that would enable precise control far away from dangerous areas, with particular use in the Japanese case.",False
"From 1864 to 1870 he was a member of the city government ( Board of Aldermen ) of Jersey City, where he served for three years as its president.",False
"A Quote by Samuel P. Huntington on western, dangerous, world, war, west, soviet union, asian, muslim, civilization, and dominance Western universals is dangerous to the world because it could lead to a major intercivilizational war between core states and it is dangerous to the West because it could lead to defeat of the West.",False
"Under current law, it is a class C misdemeanor to leave a child under the age of 7 unattended in a car for more than five minutes.",False
"The Rise of Mercurial Consumption Dr Ian Yeoman As Yeoman argues that in most developed economies pre-Global Financial Crisis (GFC) the precession consumer behaviour was the product of 15 years of uninterrupted prosperity, driven by growth in real levels of disposal incomes, low inflation, stable employment and booming property prices.",False
"Many leaders appear to read their electorate as being more concerned about the dangers of renewed inflation than about unemployment levels, and the drag that joblessness places on recovery.",False
"If you are 19 or older, all you will need to bring with you are two valid forms of identification, such as a passport or a driver's license or a military identification.",False
"A fidelity bond, also known as an employee dishonesty bond or business service bond is a bond that covers a business's client if one of your employees steals from them.",False
