sentence,is_related
"As the area expanded, Disciples of Dirt, Eugene's local mountain bike club, began a dialog with private and federal landowners in an attempt to legitimize and protect the great singletrack that its members had worked so hard to create and maintain.",False
"The vast majority of ADLs are provided by the paraprofessional in most health care settings.",False
"Rigorous penetration testing is essential, to guarantee user security within the Cloud.",False
"US patent 9,937,225 B2.",False
"It is an increasingly popular alternative to asking the court to make decisions about family issues.",False
"The cyclical factors are the significant fall off in government revenues and the bailouts from the recent Great Recession.",False
"Wireless connection is also an uncomplicated, two-stage process, where the printer is first logged onto the cordless network, making use of WPA or WPS.",False
"The proof that the defendant knowingly possesses contraband will usually depend on inference and circumstantial evidence.",False
"The Act on the Supervision of Financial reporting [Wet toezicht financiële verslaggeving] (Wtfv) came into effect on 31 December 2006.",False
"His father was a noted Brahmin scholar.",False
"The convenience of in-home guitar lessons allows you to save time without having to transport your child to class, allows your child to maximize their busy schedule, and provides a safe and familiar environment in which to learn.",False
"Our services support humanitarian relief, community development, local capacity building, health and education.",False
"When fully grown how much on average does a German Australian Shepherd weigh?",False
"The FLRA is an independent agency responsible for administering the labor-management relations program for more than one million non-Postal Service Federal employees worldwide, the majority of whom are exclusively represented in more than 2,000 bargaining units.",False
"Much of the rest of this chapter details other freely available tools that you can use to protect your network and your wireless users against these attacks.",False
"In Ohio, the Lincoln Highway linked many towns and cities together, including Canton, Mansfield, Wooster, Lima, and Van Wert.",False
"It is more important to think about a 5th Dimension than what the anti particle is because most theories predict anti gravity in the 5th dimension (or higher dimensions depending on whose model is used).",False
"They are called the Indus-Sarasvati civilization or, sometimes, the Harappan culture.",False
"Even President Abraham Lincoln saw his doppelgänger: A dream or illusion had haunted Lincoln at times through the winter.",False
"With a MERV 11 value, it efficiently traps airborne particles such as dust, pollen, dust mites, animal dander, lead dust, mold spores, car fumes and other particles as small as 1.0 microns while allowing a free flow of fresh cleaner air.",False
"We all know we are supposed to exercise daily.",False
"Satellite Launch Will Lead to Wider AT&T Coverage AT&T Mobility should achieve true nationwide coverage by the end of this year after it introduces a planned service that utilizes both satellite and cellular service.",False
"But some newer MRI machines have stronger magnets.",False
"When students realize that they lack knowledge or time to perform their culminating project, they start seeking help online.",False
"Given Rinpoche's dedication to caring for animals, there was a natural connection between all involved.",False
"The Islamic Republic of Iran continues their attack on human rights violations, persecute political activists, sponsors of terrorism, refuse to recognize the State of Israel and continue to aspirate to create nuclear weapons.",False
"The two triangles, for instance, into which a square is divided by a diagonal, do by themselves not necessarily belong to each other.",False
"It is believed that the Inns of Chancery evolved in tandem with the Inns of Court.",False
"Campsites and other places that don't have access to electricity are not good options for vacationing with rabbits as you wouldn't want your ferret to overheat or freeze.",False
"The Sherry region is located near Spain's southernmost point along the coast.",False
"The evidence on whether democratization increases the risk of war is mixed, at best, and policies can be crafted to minimize any risks of conflict in these cases.",False
"If you've ever used Visio for visualizing existing databases into a diagram then you've likely used the standard Reverse Engineer option.",False
"Jesus, the Son of God, lived a perfect, sinless life for thirty three and one half years.",False
"Mind and nescience are the same thing and are negative.",False
"Labour that has to be paid for from the amount we get from recycling those magnets.",False
"The camera never lies, so we've been altering photographs to suit our needs since the invention of photography itself.",False
"Amnesty said on Friday that at least 171 people are believed to have been killed during the past three weeks of protest.",False
"Due diligence is a legal notion that applies in many contexts across industries.",False
"This will help to create circulation and blood flow to the pores.",False
"There are many cases in the Bible when prominent Jews bowed to kings such as the prophet Natan bowing to David (Melachim 1:1:23) and Yosef's brothers bowing to Yosef (Breishit 42:6).",False
"About The Colobus Trust The Colobus Trust is a conservation organization designed to promote the conservation, preservation and protection of primates like the rare Angolan Colobus monkey (Colobus angolensis palliatus) and its coastal forest habitat in southern Kenya.",False
"When students encounter problems, the Instructor's role is to assist them, and give subtle hints so that they will be encouraged to progress independently.",False
"Once the dough is about half to two-thirds of its final length, it may start to resist rolling and even shrink back.",False
"The judging committee declared that Drell's well crafted study richly expands understanding of the ways a dominant family and kinship group could assimilate itself successfully in a world remote from its geographical origins.",False
"Computers are important here.",False
"The leaders of Jerusalem DID NOT KNOW what would BRING PEACE.",False
"The unanimous decision, which was handed down on February 27, 1922, agreed with the lower courts and upheld the Constitutionality of the 19th Amendment.",False
